Datetime,open,high,low,close,adj close,volume,color
2022-01-05 09:59:00-05:00,334.805,334.91,334.52,334.735,334.7349853515625,22589,red
2022-01-05 10:00:00-05:00,334.65,335.535,334.65,335.23,335.2300109863281,34512,green
2022-01-05 10:01:00-05:00,335.16,335.62,335.1,335.15,335.1499938964844,56035,red
2022-01-05 10:02:00-05:00,335.18,335.53,335.0,335.16,335.1600036621094,42072,red
2022-01-05 10:03:00-05:00,335.27,335.34,334.294,334.32,334.32000732421875,31290,red
2022-01-05 10:04:00-05:00,334.37,334.7,333.872,334.52,334.5199890136719,31762,green
2022-01-05 10:05:00-05:00,334.62,334.87,334.44,334.69,334.69000244140625,25902,green
2022-01-05 10:06:00-05:00,334.63,335.06,334.47,334.47,334.4700012207031,21049,red
2022-01-05 10:07:00-05:00,334.449,334.5,333.725,333.74,333.739990234375,28874,red
2022-01-05 10:08:00-05:00,333.85,334.28,333.71,334.02,334.0199890136719,29002,green
2022-01-05 10:09:00-05:00,334.1,334.45,333.86,333.985,333.9849853515625,22421,red
2022-01-05 10:10:00-05:00,333.93,334.06,333.63,333.86,333.8599853515625,35390,red
2022-01-05 10:11:00-05:00,333.89,334.25,333.8,333.92,333.9200134277344,27846,green
2022-01-05 10:12:00-05:00,333.93,334.42,333.91,333.97,333.9700012207031,27404,green
2022-01-05 10:13:00-05:00,333.95,334.14,333.695,333.76,333.760009765625,22483,red
2022-01-05 10:14:00-05:00,333.83,333.899,333.45,333.645,333.6449890136719,27990,red
2022-01-05 10:15:00-05:00,333.68,333.89,333.57,333.67,333.6700134277344,21146,red
2022-01-05 10:16:00-05:00,333.739,333.739,333.42,333.42,333.4200134277344,26756,red
2022-01-05 10:17:00-05:00,333.42,333.62,333.14,333.28,333.2799987792969,33084,red
2022-01-05 10:18:00-05:00,333.21,333.5,333.2,333.3,333.29998779296875,21914,green
2022-01-05 10:19:00-05:00,333.26,333.39,332.94,333.31,333.3099975585937,37074,green
2022-01-05 10:20:00-05:00,333.25,333.55,333.16,333.251,333.2507019042969,25236,green
2022-01-05 10:21:00-05:00,333.24,333.52,333.03,333.22,333.2200012207031,17104,red
2022-01-05 10:22:00-05:00,333.24,333.53,333.16,333.263,333.26348876953125,17284,green
2022-01-05 10:23:00-05:00,333.23,333.4,332.89,333.16,333.1600036621094,27148,red
2022-01-05 10:24:00-05:00,333.16,333.16,332.874,333.025,333.0249938964844,20277,red
2022-01-05 10:25:00-05:00,333.07,333.62,333.07,333.5,333.5,31141,green
2022-01-05 10:26:00-05:00,333.56,333.905,333.54,333.675,333.67498779296875,49790,green
2022-01-05 10:27:00-05:00,333.785,333.785,333.31,333.49,333.489990234375,25453,red
2022-01-05 10:28:00-05:00,333.5,333.705,333.34,333.49,333.489990234375,16705,red
2022-01-05 10:29:00-05:00,333.495,333.58,333.14,333.25,333.25,20510,red
2022-01-05 10:30:00-05:00,333.19,333.345,332.88,333.12,333.1199951171875,34910,red
2022-01-05 10:31:00-05:00,333.09,333.15,332.92,332.92,332.9200134277344,25652,red
2022-01-05 10:32:00-05:00,332.92,333.0,332.61,332.84,332.8399963378906,39819,red
2022-01-05 10:33:00-05:00,332.83,332.94,332.36,332.74,332.739990234375,38174,red
2022-01-05 10:34:00-05:00,332.76,332.76,332.58,332.7,332.70001220703125,32318,red
2022-01-05 10:35:00-05:00,332.71,332.841,332.38,332.59,332.5899963378906,38075,red
2022-01-05 10:36:00-05:00,332.56,332.56,332.06,332.23,332.2300109863281,33252,red
2022-01-05 10:37:00-05:00,332.18,332.355,332.07,332.23,332.2300109863281,19168,green
2022-01-05 10:38:00-05:00,332.19,332.245,331.88,332.06,332.0599975585937,54105,red
2022-01-05 10:39:00-05:00,332.0,332.03,331.68,331.83,331.8299865722656,31881,red
2022-01-05 10:40:00-05:00,331.81,331.99,331.631,331.843,331.8427124023437,42514,green
2022-01-05 10:41:00-05:00,331.873,332.55,331.845,332.47,332.4700012207031,68459,green
2022-01-05 10:42:00-05:00,332.55,332.595,332.15,332.26,332.260009765625,23824,red
2022-01-05 10:43:00-05:00,332.28,332.35,331.84,331.97,331.9700012207031,39996,red
2022-01-05 10:44:00-05:00,331.97,332.0,331.48,331.58,331.5799865722656,65318,red
2022-01-05 10:45:00-05:00,331.629,331.629,331.11,331.23,331.2301025390625,60454,red
2022-01-05 10:46:00-05:00,331.28,331.342,330.745,330.745,330.7449951171875,71269,red
2022-01-05 10:47:00-05:00,330.72,331.12,330.57,330.96,330.9599914550781,68680,green
2022-01-05 10:48:00-05:00,330.9,331.13,330.726,330.88,330.8800048828125,54036,red
2022-01-05 10:49:00-05:00,330.85,331.25,330.85,330.94,330.94000244140625,45310,green
2022-01-05 10:50:00-05:00,330.925,331.27,330.63,331.154,331.15380859375,56718,green
2022-01-05 10:51:00-05:00,331.14,331.14,330.57,330.57,330.57000732421875,32035,red
2022-01-05 10:52:00-05:00,330.61,331.1,330.55,330.9,330.8999938964844,48837,green
2022-01-05 10:53:00-05:00,330.94,331.105,330.88,331.105,331.1050109863281,40370,green
2022-01-05 10:54:00-05:00,331.128,331.32,330.86,331.215,331.2149963378906,26097,green
2022-01-05 10:55:00-05:00,331.225,331.33,331.12,331.17,331.1700134277344,44731,red
2022-01-05 10:56:00-05:00,331.19,331.68,331.19,331.45,331.45001220703125,56067,green
2022-01-05 10:57:00-05:00,331.49,331.9,331.49,331.74,331.739990234375,30618,green
2022-01-05 10:58:00-05:00,331.73,331.89,331.7,331.77,331.7699890136719,19402,green
2022-01-05 10:59:00-05:00,331.782,332.07,331.74,331.905,331.9049987792969,33041,green
2022-01-05 11:00:00-05:00,331.97,332.321,331.78,332.321,332.3207092285156,29401,green
2022-01-05 11:01:00-05:00,332.28,332.49,332.16,332.16,332.1600036621094,43899,red
2022-01-05 11:02:00-05:00,332.17,332.2,331.87,331.99,331.9898986816406,31675,red
2022-01-05 11:03:00-05:00,331.94,332.48,331.89,332.433,332.43280029296875,36226,green
2022-01-05 11:04:00-05:00,332.42,332.49,332.35,332.431,332.4307861328125,8303,green
2022-01-05 11:05:00-05:00,332.25,332.29,332.25,332.26,332.260009765625,26068,green
2022-01-05 11:06:00-05:00,332.28,332.65,332.21,332.3,332.29998779296875,21319,green
2022-01-05 11:07:00-05:00,332.28,332.28,332.03,332.13,332.1300048828125,23582,red
2022-01-05 11:08:00-05:00,332.13,332.21,331.98,332.06,332.0599975585937,14353,red
2022-01-05 11:09:00-05:00,332.11,332.18,331.923,332.103,332.1033020019531,18616,red
2022-01-05 11:10:00-05:00,332.11,332.15,331.785,331.806,331.8063049316406,19661,red
2022-01-05 11:11:00-05:00,331.8,331.8,331.54,331.54,331.5400085449219,17445,red
2022-01-05 11:12:00-05:00,331.618,331.91,331.59,331.901,331.9012145996094,16720,green
2022-01-05 11:13:00-05:00,331.915,332.15,331.821,331.97,331.96990966796875,19671,green
2022-01-05 11:14:00-05:00,331.94,332.0,331.77,331.981,331.981201171875,12612,green
2022-01-05 11:15:00-05:00,332.01,332.2,332.01,332.1,332.1000061035156,15268,green
2022-01-05 11:16:00-05:00,332.12,332.47,332.12,332.39,332.3900146484375,20829,green
2022-01-05 11:17:00-05:00,332.37,332.67,332.3,332.653,332.6531066894531,20240,green
2022-01-05 11:18:00-05:00,332.6,332.6,332.389,332.52,332.5199890136719,15346,red
2022-01-05 11:19:00-05:00,332.47,332.495,332.25,332.32,332.32000732421875,14682,red
2022-01-05 11:20:00-05:00,332.33,332.5,332.31,332.33,332.3299865722656,21426,red
2022-01-05 11:21:00-05:00,332.35,332.46,332.31,332.34,332.3399963378906,13075,red
2022-01-05 11:22:00-05:00,332.3,332.44,332.17,332.32,332.32000732421875,19885,green
2022-01-05 11:23:00-05:00,332.33,332.33,331.93,332.16,332.1600036621094,21798,red
2022-01-05 11:24:00-05:00,332.21,332.44,332.14,332.2,332.20001220703125,9678,red
2022-01-05 11:25:00-05:00,332.24,332.42,332.16,332.16,332.1600036621094,11008,red
2022-01-05 11:26:00-05:00,332.17,332.18,332.0,332.17,332.1700134277344,18903,red
2022-01-05 11:27:00-05:00,332.23,332.29,331.88,332.041,332.04071044921875,16419,red
2022-01-05 11:28:00-05:00,332.1,334.3,331.98,333.48,333.4800109863281,306049,green
2022-01-05 11:29:00-05:00,333.31,334.46,333.3,334.195,334.19500732421875,169758,green
2022-01-05 11:30:00-05:00,334.25,334.57,333.45,333.45,333.45001220703125,98969,red
2022-01-05 11:31:00-05:00,333.63,334.13,333.295,333.456,333.4563903808594,71233,red
2022-01-05 11:32:00-05:00,333.41,333.455,332.71,333.04,333.0400085449219,48087,red
2022-01-05 11:33:00-05:00,333.02,333.05,332.7,332.75,332.75,19162,red
2022-01-05 11:34:00-05:00,332.76,332.996,332.65,332.91,332.9100036621094,26005,green
2022-01-05 11:35:00-05:00,332.99,333.11,332.905,333.09,333.0895080566406,10019,green
2022-01-05 11:36:00-05:00,333.045,333.48,332.98,333.35,333.3500061035156,20597,green
2022-01-05 11:37:00-05:00,333.36,333.415,332.54,332.958,332.95819091796875,56691,red
2022-01-05 11:38:00-05:00,333.03,333.14,332.794,333.055,333.0548095703125,10064,green
2022-01-05 11:39:00-05:00,333.05,333.14,332.93,333.06,333.0599975585937,14670,green
2022-01-05 11:40:00-05:00,333.06,333.47,333.06,333.42,333.4200134277344,16153,green
2022-01-05 11:41:00-05:00,333.44,333.44,333.12,333.3,333.29998779296875,19398,red
2022-01-05 11:42:00-05:00,333.29,333.35,332.93,333.18,333.17999267578125,28620,red
2022-01-05 11:43:00-05:00,333.21,333.31,332.85,332.88,332.8800048828125,23301,red
2022-01-05 11:44:00-05:00,332.89,332.94,332.12,332.33,332.3299865722656,35050,red
2022-01-05 11:45:00-05:00,332.32,332.56,332.3,332.42,332.4200134277344,15130,green
2022-01-05 11:46:00-05:00,332.42,332.46,332.21,332.3,332.29998779296875,26804,red
2022-01-05 11:47:00-05:00,332.285,332.48,332.23,332.276,332.2756042480469,17171,red
2022-01-05 11:48:00-05:00,332.305,332.56,332.28,332.52,332.5199890136719,11704,green
2022-01-05 11:49:00-05:00,332.45,332.529,332.27,332.38,332.3800048828125,15754,red
2022-01-05 11:50:00-05:00,332.411,332.61,332.38,332.53,332.5299987792969,16945,green
2022-01-05 11:51:00-05:00,332.55,332.95,332.5,332.6,332.6000061035156,22198,green
2022-01-05 11:52:00-05:00,332.65,332.78,332.5,332.605,332.6050109863281,18445,red
2022-01-05 11:53:00-05:00,332.56,332.64,332.48,332.485,332.4849853515625,9258,red
2022-01-05 11:54:00-05:00,332.485,332.485,331.83,331.86,331.8599853515625,23388,red
2022-01-05 11:55:00-05:00,331.945,332.165,331.884,331.915,331.9151916503906,24419,red
2022-01-05 11:56:00-05:00,331.95,332.11,331.91,332.05,332.04998779296875,16999,green
2022-01-05 11:57:00-05:00,332.035,332.3,331.999,332.275,332.2749938964844,19936,green
2022-01-05 11:58:00-05:00,332.299,332.435,332.1,332.255,332.2550048828125,31483,red
2022-01-05 11:59:00-05:00,332.23,332.23,332.03,332.05,332.04998779296875,10748,red
2022-01-05 12:00:00-05:00,332.05,332.05,331.68,331.92,331.9200134277344,17548,red
2022-01-05 12:01:00-05:00,331.91,332.03,331.9,332.03,332.0299987792969,7049,green
2022-01-05 12:02:00-05:00,332.02,332.08,331.94,332.04,332.0400085449219,22458,green
2022-01-05 12:03:00-05:00,332.03,332.07,331.84,331.895,331.8949890136719,19991,red
2022-01-05 12:04:00-05:00,331.89,332.08,331.74,332.0,332.0,18547,green
2022-01-05 12:05:00-05:00,332.005,332.08,331.846,331.87,331.8699951171875,18639,red
2022-01-05 12:06:00-05:00,331.93,332.01,331.885,331.95,331.95001220703125,16641,green
2022-01-05 12:07:00-05:00,331.93,331.93,331.75,331.85,331.8500061035156,20675,red
2022-01-05 12:08:00-05:00,331.856,331.856,331.53,331.564,331.5640869140625,23639,red
2022-01-05 12:09:00-05:00,331.52,331.565,331.35,331.46,331.4599914550781,27287,red
2022-01-05 12:10:00-05:00,331.45,331.5,331.27,331.27,331.2699890136719,17227,red
2022-01-05 12:11:00-05:00,331.31,331.6,331.205,331.54,331.5400085449219,15294,green
2022-01-05 12:12:00-05:00,331.54,331.82,331.53,331.715,331.7149963378906,27966,green
2022-01-05 12:13:00-05:00,331.731,331.731,331.34,331.42,331.4200134277344,28474,red
2022-01-05 12:14:00-05:00,331.42,331.75,331.42,331.69,331.69000244140625,16824,green
2022-01-05 12:15:00-05:00,331.68,331.745,331.3,331.745,331.74468994140625,33381,green
2022-01-05 12:16:00-05:00,331.69,331.859,331.62,331.859,331.85919189453125,22550,green
2022-01-05 12:17:00-05:00,331.82,332.335,331.78,332.17,332.1700134277344,34194,green
2022-01-05 12:18:00-05:00,332.21,332.67,332.17,332.48,332.4800109863281,77229,green
2022-01-05 12:19:00-05:00,332.48,332.63,332.26,332.58,332.5799865722656,59170,green
2022-01-05 12:20:00-05:00,332.52,332.52,332.23,332.23,332.2300109863281,17292,red
2022-01-05 12:21:00-05:00,332.28,332.666,332.28,332.515,332.5150146484375,33393,green
2022-01-05 12:22:00-05:00,332.58,332.91,332.52,332.58,332.5799865722656,30687,red
2022-01-05 12:23:00-05:00,332.58,332.66,332.43,332.48,332.4800109863281,20730,red
2022-01-05 12:24:00-05:00,332.44,332.68,332.4,332.43,332.4302978515625,23563,red
2022-01-05 12:25:00-05:00,332.445,332.45,332.3,332.3,332.29998779296875,14308,red
2022-01-05 12:26:00-05:00,332.335,332.44,332.3,332.408,332.4079895019531,11828,green
2022-01-05 12:27:00-05:00,332.37,332.42,332.23,332.265,332.2650146484375,21986,red
2022-01-05 12:28:00-05:00,332.3,332.58,332.22,332.268,332.2676086425781,17285,red
2022-01-05 12:29:00-05:00,332.3,332.38,332.2,332.23,332.2300109863281,12256,red
2022-01-05 12:30:00-05:00,332.24,332.24,331.43,331.45,331.45001220703125,33521,red
2022-01-05 12:31:00-05:00,331.455,331.61,331.06,331.07,331.07000732421875,49707,red
2022-01-05 12:32:00-05:00,331.07,331.23,330.76,331.176,331.17559814453125,59419,green
2022-01-05 12:33:00-05:00,331.17,331.24,330.751,330.89,330.8900146484375,27945,red
2022-01-05 12:34:00-05:00,330.883,330.959,330.78,330.81,330.8099975585937,28739,red
2022-01-05 12:35:00-05:00,330.865,330.865,330.58,330.72,330.7200012207031,42366,red
2022-01-05 12:36:00-05:00,330.71,330.85,330.4,330.545,330.5451965332031,42935,red
2022-01-05 12:37:00-05:00,330.518,330.518,330.06,330.24,330.239990234375,67556,red
2022-01-05 12:38:00-05:00,330.22,330.34,330.01,330.05,330.04998779296875,33338,red
2022-01-05 12:39:00-05:00,330.09,330.17,329.81,329.98,329.9800109863281,93295,red
2022-01-05 12:40:00-05:00,329.93,330.37,329.872,329.97,329.9700012207031,51225,green
2022-01-05 12:41:00-05:00,330.045,330.119,329.853,329.96,329.9599914550781,20628,red
2022-01-05 12:42:00-05:00,329.96,330.01,329.64,329.74,329.739990234375,36519,red
2022-01-05 12:43:00-05:00,329.75,329.81,329.329,329.505,329.5050048828125,38971,red
2022-01-05 12:44:00-05:00,329.5,329.62,329.193,329.565,329.56500244140625,49609,green
2022-01-05 12:45:00-05:00,329.565,329.75,329.43,329.673,329.6727905273437,33923,green
2022-01-05 12:46:00-05:00,329.62,329.79,329.495,329.573,329.572998046875,24097,red
2022-01-05 12:47:00-05:00,329.63,329.695,329.44,329.58,329.5799865722656,29925,red
2022-01-05 12:48:00-05:00,329.635,329.76,329.44,329.6,329.6000061035156,19825,red
2022-01-05 12:49:00-05:00,329.57,329.699,329.433,329.635,329.635009765625,30282,green
2022-01-05 12:50:00-05:00,329.69,329.7,329.25,329.29,329.2900085449219,18951,red
2022-01-05 12:51:00-05:00,329.26,329.415,329.26,329.36,329.3599853515625,18904,green
2022-01-05 12:52:00-05:00,329.35,329.5,329.25,329.48,329.4800109863281,31022,green
2022-01-05 12:53:00-05:00,329.52,329.52,329.35,329.465,329.4649963378906,16445,red
2022-01-05 12:54:00-05:00,329.449,329.66,329.42,329.62,329.6199951171875,16407,green
2022-01-05 12:55:00-05:00,329.58,329.75,329.46,329.49,329.489990234375,32845,red
2022-01-05 12:56:00-05:00,329.48,329.62,329.38,329.4,329.3999938964844,23424,red
2022-01-05 12:57:00-05:00,329.37,329.625,329.267,329.58,329.5799865722656,26048,green
2022-01-05 12:58:00-05:00,329.578,329.58,329.25,329.33,329.3299865722656,16266,red
2022-01-05 12:59:00-05:00,329.31,329.37,328.88,329.02,329.0199890136719,42580,red
2022-01-05 13:00:00-05:00,329.01,329.049,328.74,328.8,328.79998779296875,30380,red
2022-01-05 13:01:00-05:00,328.875,329.13,328.875,329.04,329.0400085449219,20230,green
2022-01-05 13:02:00-05:00,328.99,329.01,328.795,328.795,328.7950134277344,23388,red
2022-01-05 13:03:00-05:00,328.76,328.96,328.7,328.9,328.8999938964844,35627,green
2022-01-05 13:04:00-05:00,328.9,329.24,328.86,329.24,329.239990234375,18615,green
2022-01-05 13:05:00-05:00,329.18,329.26,328.94,328.94,328.94000244140625,20212,red
2022-01-05 13:06:00-05:00,328.97,329.16,328.8,329.15,329.1499938964844,21990,green
2022-01-05 13:07:00-05:00,329.14,329.16,328.93,328.93,328.92999267578125,17996,red
2022-01-05 13:08:00-05:00,328.9,329.029,328.89,328.93,328.9301147460937,16318,green
2022-01-05 13:09:00-05:00,328.98,329.0,328.64,328.74,328.739990234375,26464,red
2022-01-05 13:10:00-05:00,328.75,329.076,328.62,328.645,328.6449890136719,29268,red
2022-01-05 13:11:00-05:00,328.645,328.698,328.41,328.544,328.5440979003906,40708,red
2022-01-05 13:12:00-05:00,328.599,328.8,328.53,328.76,328.760009765625,21276,green
2022-01-05 13:13:00-05:00,328.75,328.79,328.605,328.69,328.69000244140625,25992,red
2022-01-05 13:14:00-05:00,328.66,328.87,328.61,328.82,328.82000732421875,24086,green
2022-01-05 13:15:00-05:00,328.815,329.11,328.81,329.06,329.0599975585937,24776,green
2022-01-05 13:16:00-05:00,329.035,329.28,329.0,329.12,329.1199951171875,40242,green
2022-01-05 13:17:00-05:00,329.085,329.29,329.06,329.2,329.20001220703125,27015,green
2022-01-05 13:18:00-05:00,329.16,329.16,328.95,329.14,329.1400146484375,27993,red
2022-01-05 13:19:00-05:00,329.11,329.17,329.03,329.065,329.06500244140625,44643,red
2022-01-05 13:20:00-05:00,329.01,329.27,328.83,329.255,329.2550048828125,39821,green
2022-01-05 13:21:00-05:00,329.259,329.71,329.2,329.7,329.70001220703125,33168,green
2022-01-05 13:22:00-05:00,329.692,329.92,329.607,329.73,329.7300109863281,55154,green
2022-01-05 13:23:00-05:00,329.7,330.12,329.61,329.99,329.989990234375,48668,green
2022-01-05 13:24:00-05:00,329.953,329.953,329.659,329.67,329.6700134277344,12411,red
2022-01-05 13:25:00-05:00,329.71,329.86,329.71,329.745,329.7449951171875,14496,green
2022-01-05 13:26:00-05:00,329.79,329.96,329.579,329.579,329.57879638671875,16090,red
2022-01-05 13:27:00-05:00,329.58,329.8,329.53,329.74,329.739990234375,15887,green
2022-01-05 13:28:00-05:00,329.75,329.88,329.67,329.68,329.67999267578125,14060,red
2022-01-05 13:29:00-05:00,329.79,329.85,329.7,329.765,329.7650146484375,12529,red
2022-01-05 13:30:00-05:00,329.687,330.152,329.63,330.095,330.0950012207031,25910,green
2022-01-05 13:31:00-05:00,330.13,330.39,330.11,330.142,330.1418151855469,21136,green
2022-01-05 13:32:00-05:00,330.145,330.16,330.01,330.11,330.1099853515625,17779,red
2022-01-05 13:33:00-05:00,330.06,330.075,329.78,329.99,329.989990234375,21005,red
2022-01-05 13:34:00-05:00,329.92,330.235,329.878,330.235,330.2349853515625,20300,green
2022-01-05 13:35:00-05:00,330.212,330.35,330.15,330.258,330.2582092285156,33541,green
2022-01-05 13:36:00-05:00,330.28,330.29,329.96,330.04,330.0400085449219,20613,red
2022-01-05 13:37:00-05:00,330.02,330.18,330.02,330.05,330.04998779296875,13440,green
2022-01-05 13:38:00-05:00,330.056,330.09,329.793,329.86,329.8599853515625,18332,red
2022-01-05 13:39:00-05:00,329.92,330.21,329.91,330.16,330.1600036621094,22754,green
2022-01-05 13:40:00-05:00,330.1,330.35,330.09,330.259,330.2589111328125,23318,green
2022-01-05 13:41:00-05:00,330.19,330.22,329.813,330.01,330.010009765625,28791,red
2022-01-05 13:42:00-05:00,329.985,330.049,329.84,329.945,329.94500732421875,14147,red
2022-01-05 13:43:00-05:00,329.965,330.09,329.91,330.06,330.0599975585937,14383,green
2022-01-05 13:44:00-05:00,330.084,330.23,329.94,330.06,330.0599975585937,13665,red
2022-01-05 13:45:00-05:00,330.03,330.24,330.0,330.07,330.07000732421875,20780,green
2022-01-05 13:46:00-05:00,330.075,330.15,329.97,330.11,330.1099853515625,13411,green
2022-01-05 13:47:00-05:00,330.1,330.25,330.05,330.21,330.2099914550781,16015,green
2022-01-05 13:48:00-05:00,330.18,330.305,330.05,330.29,330.2900085449219,18620,green
2022-01-05 13:49:00-05:00,330.27,330.31,329.96,330.04,330.0400085449219,21399,red
2022-01-05 13:50:00-05:00,330.06,330.29,330.01,330.228,330.2279968261719,17688,green
2022-01-05 13:51:00-05:00,330.24,330.34,330.14,330.16,330.1600036621094,20996,red
2022-01-05 13:52:00-05:00,330.195,330.25,330.11,330.12,330.1199951171875,14777,red
2022-01-05 13:53:00-05:00,330.12,330.22,330.1,330.2,330.20001220703125,11890,green
2022-01-05 13:54:00-05:00,330.18,330.4,330.15,330.31,330.3099975585937,23380,green
2022-01-05 13:55:00-05:00,330.27,330.4,330.27,330.34,330.3399963378906,14179,green
2022-01-05 13:56:00-05:00,330.31,330.58,330.31,330.43,330.42999267578125,26207,green
2022-01-05 13:57:00-05:00,330.435,330.459,330.272,330.295,330.2950134277344,13030,red
2022-01-05 13:58:00-05:00,330.295,330.31,329.966,329.966,329.96600341796875,18118,red
2022-01-05 13:59:00-05:00,329.985,330.149,329.87,330.08,330.0799865722656,19598,green
2022-01-05 14:00:00-05:00,330.125,330.24,329.77,330.24,330.239990234375,32915,green
2022-01-05 14:01:00-05:00,330.27,330.72,330.23,330.68,330.67999267578125,42393,green
2022-01-05 14:02:00-05:00,330.74,331.99,330.73,331.09,331.0899963378906,71006,green
2022-01-05 14:03:00-05:00,331.0,331.33,330.2,330.625,330.625,60348,red
2022-01-05 14:04:00-05:00,330.7,330.87,329.67,329.74,329.739990234375,45932,red
2022-01-05 14:05:00-05:00,329.81,329.977,329.09,329.308,329.30828857421875,79200,red
2022-01-05 14:06:00-05:00,329.38,329.98,329.32,329.64,329.6400146484375,26981,green
2022-01-05 14:07:00-05:00,329.64,329.915,329.35,329.67,329.6700134277344,27174,green
2022-01-05 14:08:00-05:00,329.84,330.6,329.7,330.6,330.6000061035156,30623,green
2022-01-05 14:09:00-05:00,330.488,330.6,329.475,329.555,329.55499267578125,46963,red
2022-01-05 14:10:00-05:00,329.53,329.62,329.0,329.02,329.0199890136719,39630,red
2022-01-05 14:11:00-05:00,329.146,329.37,328.99,329.17,329.1700134277344,50489,green
2022-01-05 14:12:00-05:00,329.25,329.25,328.691,328.95,328.94989013671875,26577,red
2022-01-05 14:13:00-05:00,328.835,328.91,328.32,328.542,328.5415954589844,48668,red
2022-01-05 14:14:00-05:00,328.58,328.71,328.32,328.71,328.7099914550781,36745,green
2022-01-05 14:15:00-05:00,328.727,328.95,328.52,328.72,328.7200012207031,24229,red
2022-01-05 14:16:00-05:00,328.7,329.13,328.41,328.55,328.5498046875,37323,red
2022-01-05 14:17:00-05:00,328.57,328.96,328.547,328.775,328.7749938964844,26233,green
2022-01-05 14:18:00-05:00,328.76,328.848,328.65,328.661,328.6612854003906,24660,red
2022-01-05 14:19:00-05:00,328.597,328.8,328.41,328.57,328.57000732421875,23981,red
2022-01-05 14:20:00-05:00,328.56,328.75,328.28,328.615,328.614990234375,29661,green
2022-01-05 14:21:00-05:00,328.604,328.65,328.172,328.172,328.1716003417969,29859,red
2022-01-05 14:22:00-05:00,328.27,328.37,328.046,328.23,328.2300109863281,25058,red
2022-01-05 14:23:00-05:00,328.41,328.41,328.22,328.34,328.33990478515625,16444,red
2022-01-05 14:24:00-05:00,328.34,328.55,328.33,328.5,328.5,24343,green
2022-01-05 14:25:00-05:00,328.46,328.46,328.11,328.18,328.17999267578125,20435,red
2022-01-05 14:26:00-05:00,328.24,328.47,328.02,328.403,328.40301513671875,37436,green
2022-01-05 14:27:00-05:00,328.45,328.9,328.42,328.695,328.69500732421875,37842,green
2022-01-05 14:28:00-05:00,328.636,328.81,328.18,328.31,328.3099975585937,37002,red
2022-01-05 14:29:00-05:00,328.175,328.58,328.02,328.495,328.4949951171875,36339,green
2022-01-05 14:30:00-05:00,328.515,328.92,328.47,328.552,328.551513671875,92214,green
2022-01-05 14:31:00-05:00,328.45,328.62,328.03,328.37,328.3699951171875,36625,red
2022-01-05 14:32:00-05:00,328.47,328.49,328.01,328.11,328.1099853515625,25159,red
2022-01-05 14:33:00-05:00,328.15,328.19,327.63,327.668,327.6676025390625,58296,red
